repo,month,IssueCommentEvent,PullRequestEvent,PullRequestReviewEvent,PushEvent,IssuesEvent,PullRequestReviewCommentEvent,DeleteEvent,CreateEvent,ReleaseEvent,ForkEvent,CommitCommentEvent,WatchEvent,MemberEvent,total
anoncreds/anoncreds-clsignatures-rs,2026-03,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node-container,2022-02,0,1,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-node-container,2022-06,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node-container,2024-02,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-node-container,2024-11,0,1,1,0,1,0,0,0,0,0,0,0,0,3
hyperledger/indy-shared-gha,2024-04,1,2,2,2,0,0,0,0,0,0,0,0,0,7
anoncreds/anoncreds-methods-registry,2025-12,0,1,0,4,0,0,0,1,0,0,0,0,0,6
openwallet-foundation/acapy-vc-authn-oidc,2025-06,0,0,0,0,1,0,0,0,0,0,0,0,0,1
openwallet-foundation/acapy-vc-authn-oidc,2025-07,0,0,1,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/acapy-vc-authn-oidc,2025-08,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/acapy-vc-authn-oidc,2025-11,0,0,0,1,1,0,0,0,0,0,0,0,0,2
openwallet-foundation/acapy-vc-authn-oidc,2026-03,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-indy/indy-plenum,2025-12,0,1,0,0,1,0,0,0,0,1,0,0,0,3
hyperledger-indy/indy-plenum,2026-04,1,0,0,0,1,0,0,0,0,0,0,0,0,2
hyperledger-indy/indy-vdr,2026-01,1,0,0,0,0,0,1,0,0,0,0,0,0,2
hyperledger-indy/indy-vdr,2026-02,0,0,1,0,0,1,0,0,0,0,0,0,0,2
hyperledger-indy/indy-vdr,2026-04,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/did-webs-resolver,2024-01,0,1,0,0,1,0,0,0,0,1,0,0,0,3
hyperledger-labs/did-webs-resolver,2025-11,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/anoncreds-wrapper-javascript,2025-03,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/anoncreds-wrapper-javascript,2025-04,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/anoncreds-wrapper-javascript,2025-11,1,0,1,0,0,0,1,0,0,0,0,0,0,3
hyperledger/aries-mobile-test-harness,2022-02,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-mobile-test-harness,2024-02,0,1,2,1,0,0,0,0,0,0,0,0,0,4
openwallet-foundation/acapy-endorser-service,2025-06,0,0,0,0,3,0,0,0,0,0,0,0,0,3
openwallet-foundation/acapy-endorser-service,2025-07,0,1,0,1,0,0,0,0,0,0,0,0,0,2
anoncreds/anoncreds-revocation,2025-12,0,3,0,1,0,0,0,0,0,0,0,0,0,4
hyperledger-indy/indy-shared-rs,2025-12,0,1,0,0,0,0,0,0,0,1,0,0,0,2
hyperledger-indy/indy-shared-rs,2026-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-bbs-go,2024-03,0,0,2,0,0,2,0,0,0,0,0,0,0,4
hyperledger/aries-cloudagent-loadgenerator,2023-11,0,1,1,1,0,0,1,0,0,0,0,0,0,4
hyperledger/aries-protocol-test-suite,2023-06,2,1,0,0,0,0,0,1,0,0,0,0,0,4
hyperledger/indy,2024-08,0,2,0,1,0,0,0,0,0,1,0,0,0,4
anoncreds/anoncreds-rs,2025-12,0,0,0,0,0,0,0,1,0,0,0,0,0,1
anoncreds/anoncreds-rs,2026-01,0,1,0,1,0,0,0,0,0,0,0,0,0,2
anoncreds/anoncreds-spec,2026-01,0,1,0,1,0,0,0,0,0,0,0,0,0,2
anoncreds/anoncreds-spec,2026-04,0,0,0,0,1,0,0,0,0,0,0,0,0,1
anoncreds/anoncreds-spec-v2,2025-12,0,0,1,1,0,0,0,0,0,0,0,0,0,2
anoncreds/anoncreds-spec-v2,2026-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-indy/indy-cli-rs,2025-12,0,1,0,0,0,0,0,0,0,1,0,0,0,2
hyperledger-indy/indy-cli-rs,2026-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-indy/indy-did-networks,2025-12,0,1,0,0,0,0,0,0,0,1,0,0,0,2
hyperledger-indy/indy-did-networks,2026-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-indy/indy-hipe,2025-12,0,1,0,0,0,0,0,0,0,1,0,0,0,2
hyperledger-indy/indy-hipe,2026-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-indy/indy-node-container,2025-12,0,1,0,0,0,0,0,0,0,1,0,0,0,2
hyperledger-indy/indy-node-container,2026-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/acapy-wallet-upgrade,2023-02,1,1,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger/anoncreds,2024-08,0,1,0,0,0,0,0,0,0,1,0,0,0,2
hyperledger/anoncreds,2025-12,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-builder-images,2024-06,0,1,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-sdk-ruby,2022-01,0,1,1,1,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/didcomm-mediator-socketdock,2025-04,1,1,0,1,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/owl,2024-10,0,0,2,0,0,1,0,0,0,0,0,0,0,3
LF-Decentralized-Trust/project-proposals,2024-11,0,0,2,0,0,0,0,0,0,0,0,0,0,2
anoncreds/anoncreds,2025-12,1,1,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger-indy/indy,2025-12,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger-indy/indy,2026-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-indy/indy-bls-wrapper-python,2025-12,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger-indy/indy-bls-wrapper-python,2026-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-indy/indy-blssignatures-rs,2025-12,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-indy/indy-blssignatures-rs,2026-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-indy/indy-docs,2025-12,0,1,0,0,0,0,0,0,0,1,0,0,0,2
hyperledger-labs/acapy-java-client,2022-04,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger-labs/documentation-template,2023-03,0,1,0,0,0,0,0,0,0,1,0,0,0,2
hyperledger/anoncreds-tex,2023-11,0,1,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-did-networks,2022-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/indy-did-networks,2023-03,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/ursa-docs,2022-10,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/ursa-python,2022-09,0,1,0,0,0,0,0,0,0,1,0,0,0,2
openwallet-foundation/agent-framework-javascript,2023-12,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/agent-framework-javascript,2024-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/askar-wrapper-js-rn,2024-11,0,1,0,0,0,0,0,0,0,1,0,0,0,2
openwallet-foundation/bifold-wallet,2025-02,1,0,0,0,1,0,0,0,0,0,0,0,0,2
openwallet-foundation/didcomm-mediator-service,2025-02,2,0,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/helm-charts,2025-06,0,0,0,0,1,0,0,0,0,1,0,0,0,2
openwallet-foundation/owl-mobile-wallet-test-harness,2025-01,1,0,1,0,0,0,0,0,0,0,0,0,0,2
anoncreds/.github,2025-12,0,0,0,0,0,0,0,1,0,0,0,0,0,1
anoncreds/governance,2025-12,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-archives/indy-client,2017-08,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger-archives/ursa,2024-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-indy/indy-did-method,2026-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-indy/indy-node,2025-12,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger-indy/indy-node-monitor,2025-12,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-indy/indy-read-replica,2025-12,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-indy/indy-sdk,2025-12,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger-indy/indy-shared-gha,2025-12,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger-indy/indy-test-automation,2025-12,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/governance,2023-09,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger-labs/hyperledger-community-management-tools,2021-02,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/aries-framework-javascript-ext,2021-11,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-mobile-agent-xamarin,2022-11,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-staticagent-python,2024-08,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/bevel,2024-03,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation-labs/PyDentity-Wallet,2025-03,0,0,1,0,0,0,0,0,0,0,0,0,0,1
