repo,month,PullRequestEvent,PushEvent,DeleteEvent,CreateEvent,IssueCommentEvent,PullRequestReviewEvent,IssuesEvent,PullRequestReviewCommentEvent,MemberEvent,GollumEvent,ForkEvent,DiscussionEvent,CommitCommentEvent,total
LFDT-Regional-Chapters/LFDT-Latinoamerica-Chapter,2025-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1
LFDT-Smoot/.github,2025-11,0,1,0,0,0,0,0,0,0,0,0,0,0,1
LFDT-Smoot/bridge,2025-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1
OpenReagent/openreagent,2026-03,0,0,0,1,0,0,0,0,0,0,0,0,0,1
OpenVTC/verifiable-trust-infrastructure,2026-04,0,0,1,0,0,0,0,0,0,0,0,0,0,1
OpenVTC/verifiable_trust_infrastructure,2026-03,0,1,0,0,0,0,0,0,0,0,0,0,0,1
OpenVTC/vta-browser-plugin,2026-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PQCA/cbomkit-lib,2025-06,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PQCA/wg-algorithms,2024-06,0,0,0,1,0,0,0,0,0,0,0,0,0,1
anoncreds/anoncreds,2025-12,0,0,0,0,1,0,0,0,0,0,0,0,0,1
anoncreds/anoncreds-clsignatures-rs,2025-12,0,0,0,0,1,0,0,0,0,0,0,0,0,1
anoncreds/anoncreds-v2-rs,2025-12,0,0,1,0,0,0,0,0,0,0,0,0,0,1
credebl/verifier-app,2024-12,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hiero-ledger-eco/governance,2025-03,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hiero-ledger/hiero,2025-03,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hiero-ledger/sdk-collaboration-hub,2025-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger-anoncreds/.github,2025-11,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-archives/aries-cloudagent-loadgenerator,2024-03,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-archives/besu-errorprone-checks,2024-03,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-bevel/bevel,2024-11,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger-caliper/.github,2025-11,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-firefly/.github,2025-11,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-identus/integration,2025-04,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-indy/indy-plenum,2025-12,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger-iroha/const-str,2024-10,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-iroha/iroha-config-base,2024-10,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-iroha/iroha-crypto,2024-10,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-iroha/iroha-ffi,2024-10,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-iroha/iroha-wasm-codec,2024-10,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/Electrodo.Docs,2024-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/SmartBFT,2024-03,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger-labs/agora-allosaurus-rs,2024-06,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/agora-bbs,2024-09,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/bdls,2025-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/fabric-builder-k8s,2024-10,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger-labs/microfab,2024-02,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/splice-shared-gha,2025-02,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/splice-wallet-kernel,2025-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-web3j/web3j,2024-11,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/anoncreds-spec,2025-12,0,0,0,0,0,0,0,0,1,0,0,0,0,1
hyperledger/anoncreds-tex,2025-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-acapy-plugins,2024-05,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/aries-agent-test-harness,2024-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/aries-framework-go,2024-03,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-framework-go-ext,2024-03,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-rfcs,2024-06,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/aries-staticagent-python,2024-08,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger/fabric-ca,2024-08,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hyperledger/fabric-lib-go,2024-08,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hyperledger/fabric-samples,2024-11,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/fabric-sdk-py,2025-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-x,2025-08,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/fabric-x-rfcs,2025-11,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-x-sdk,2026-03,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/identus,2024-08,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/indy-did-networks,2025-12,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-shared-gha,2024-02,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger/indy-test-automation,2025-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/web3j,2024-08,0,0,0,0,0,0,1,0,0,0,0,0,0,1
openwallet-foundation-labs/PyDentity-Wallet,2025-03,0,0,0,1,0,0,0,0,0,0,0,0,0,1
openwallet-foundation-labs/oid4vc-ts,2025-11,0,0,0,1,0,0,0,0,0,0,0,0,0,1
openwallet-foundation-labs/sd-jwt-rust,2024-10,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation-labs/tmcp-rust,2025-12,0,0,0,1,0,0,0,0,0,0,0,0,0,1
openwallet-foundation-labs/trs,2025-06,0,0,0,1,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/credo-ts-docs,2024-01,0,0,1,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/digital-wallet-and-agent-overviews-sig,2024-02,0,0,0,1,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/mobile-wallet-test-harness2,2024-03,0,0,0,0,0,0,0,0,1,0,0,0,0,1
openwallet-foundation/multipaz-developer-website,2025-09,0,0,0,1,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/multipaz-identity-reader,2025-09,0,0,0,1,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/technical-project-charters,2026-05,0,0,1,0,0,0,0,0,0,0,0,0,0,1
pq-code-package/mlkem-native,2025-04,1,0,0,0,0,0,0,0,0,0,0,0,0,1
pq-code-package/o-documentation,2024-03,0,1,0,0,0,0,0,0,0,0,0,0,0,1
trustoverip/.github,2025-11,0,1,0,0,0,0,0,0,0,0,0,0,0,1
trustoverip/dtgwg-agent-names-tf,2026-03,0,0,0,1,0,0,0,0,0,0,0,0,0,1
trustoverip/dtgwg-general,2026-03,0,0,0,1,0,0,0,0,0,0,0,0,0,1
trustoverip/dtgwg-rahp-tf,2026-03,0,0,0,1,0,0,0,0,0,0,0,0,0,1
trustoverip/dtgwg-rcards-tf,2026-03,0,0,0,1,0,0,0,0,0,0,0,0,0,1
trustoverip/dtgwg-ux-tf,2026-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1
trustoverip/toip-template,2026-03,0,0,0,1,0,0,0,0,0,0,0,0,0,1
trustoverip/tswg-tsp-specification,2025-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1
